"","species","logFC","p_value","logP"
"764","Aeromonas schubertii",0.215396591063492,0.909531205704698,0.0411823958496881
"765","Aeromonas veronii",0.744619176536276,0.838035471707979,0.0767375985045616
"766","Aeromonas enteropelogenes",0.00828375176033748,0.997532032501331,0.00107314946055707
"767","Aeromonas dhakensis",-0.122198859790775,0.942280798495747,0.0258196587091774
"768","Tolumonas auensis",0.0130890038385479,0.99471103647712,0.00230306346520759
"769","Zobellella denitrificans",-0.0484649289825023,0.984812808352229,0.00664631166028806
"770","Oceanimonas sp. GK1",0.570358064038636,0.719556436149642,0.142935137867521
"771","Succinivibrio dextrinosolvens",0.978840537755461,0.846605893600861,0.0723187125340812
"772","Cardiobacterium hominis",-0.14678254003996,0.919684611766367,0.0363610801030257
"773","Cardiobacterium sp. Marseille-Q4385",0.437687475991609,0.761239241131462,0.118478832356121
"774","Flagellatimonas centrodinii",-0.11884100652367,0.951170331069684,0.0217417047031514
"775","Solimonas sp. K1W22B-7",0.672480211303996,0.721812507303399,0.141575596915208
"776","Sinimarinibacterium sp. NLF-5-8",-0.118854969063185,0.942091875445126,0.0259067415243748
"777","Vibrio alginolyticus",0.389928087726364,0.558412204026743,0.253045098831252
"778","Vibrio parahaemolyticus",-0.547598979128827,0.0633382381724243,1.19833402120781
"779","Vibrio campbellii",0.467774005062273,0.608037198120351,0.216069850917664
"780","Vibrio owensii",0.0470291443823947,0.986362946316327,0.00596325080061471
"781","Vibrio cholerae",2.12810431341862,0.618517547889263,0.208647974541945
"782","Vibrio vulnificus",0.699236943313426,0.622723572858123,0.205704693988839
"783","Vibrio fluvialis",0.281268311789473,0.80285925255227,0.0953605832362566
"784","Vibrio mimicus",-0.3833205415148,0.777763300597983,0.109152553247972
"785","Vibrio gazogenes",0.603322545281688,0.721447282783127,0.141795397949346
"786","Vibrio atlanticus",-0.385390388022261,0.861127598162084,0.0649324919006999
"787","Vibrio ishigakensis",0.700883659056999,0.705076433400437,0.151763801016038
"788","Vibrio mangrovi",0.508786964683805,0.792804097633873,0.100834113851766
"789","Vibrio alfacsensis",-0.346432598455406,0.805915027822939,0.0937107459033308
"790","Vibrio coralliilyticus",0.306096658981685,0.823957276331225,0.0840953066701579
"791","Vibrio hyugaensis",0.688610630066074,0.670030371168128,0.173905511132333
"792","Vibrio furnissii",-0.308982552540546,0.865155318224031,0.062905918208712
"793","Photobacterium damselae",0.279525723303921,0.8772644594657,0.0568694648174153
"794","Photobacterium gaetbulicola",-0.130654008115129,0.903650222189495,0.0439996402863647
"795","Methylococcus capsulatus",0.849536341190141,0.632296830087211,0.199078995442963
"796","Methylococcus sp. Mc7",-0.222998830347934,0.92775694827918,0.0325657843917292
"797","Methylococcus geothermalis",-0.163483434708013,0.928532695558408,0.0322027992471954
"798","Methylomonas sp. DH-1",0.039294370662879,0.986362946316327,0.00596325080061471
"799","Methylomicrobium album",0.0103511721278816,0.99471103647712,0.00230306346520759
"800","Methylogaea oryzae",0.953514382797531,0.665661342900518,0.176746663196241
"801","Methylomagnum ishizawai",-0.0948695492735174,0.940138062069996,0.0268083642808105
"802","Acinetobacter baumannii",0.663820405412351,0.771564438018576,0.112627797524024
"803","Acinetobacter pittii",0.047240422033046,0.981260778105304,0.00821555995782327
"804","Acinetobacter sp. 10FS3-1",0.272588833457474,0.89180733200187,0.0497289614158087
"805","Acinetobacter indicus",-0.0598813758913583,0.970076945218592,0.0131938167043563
"806","Acinetobacter johnsonii",-0.288161548447376,0.83447838952834,0.0785849057553967
"807","Acinetobacter lwoffii",-0.311978027369055,0.840696388377871,0.0753608183029876
"808","Moraxella bovis",0.62250701308255,0.761129154669461,0.118541642308291
"809","Moraxella osloensis",0.0909283450842467,0.935535704424726,0.0289396331359231
"810","Aggregatibacter aphrophilus",1.14810090870145,0.793142685337359,0.100648676641543
"811","Haemophilus haemolyticus",1.42715995284629,0.670995981407795,0.173280080811106
"812","Haemophilus influenzae",1.75037523650995,0.630196419275625,0.200524068780641
"813","Haemophilus parainfluenzae",1.81918566422388,0.677197448302555,0.169284686992825
"814","[Haemophilus] ducreyi",0.376764492771546,0.865155318224031,0.062905918208712
"815","Glaesserella parasuis",0.0783314751521695,0.970076945218592,0.0131938167043563
"816","Pasteurella multocida",-0.258814213248777,0.795209562961647,0.099518405878724
"817","Mannheimia granulomatis",0.0696168029921022,0.978942158831164,0.00924296789303469
"818","Mannheimia varigena",0.0539309761170781,0.983229869901488,0.00734493632955226
"819","Gallibacterium anatis",1.01047215013837,0.696284052196761,0.157213551861993
"820","Bibersteinia trehalosi",0.320822420449124,0.722338301971554,0.141259356074408
"821","Sulfurifustis variabilis",0.0787785671954297,0.948160384231787,0.0231181942068444
"822","Sulfuricaulis limicola",0.223330029306882,0.89180733200187,0.0497289614158087
"823","Immundisolibacter cernigliae",-0.171858987615261,0.874151252073197,0.0584134160411887
"824","Salinisphaera sp. LB1",-0.0936027557592688,0.958137244956498,0.0185722774995989
"825","Dechloromonas sp. A34",0.025349393061018,0.986362946316327,0.00596325080061471
"826","Dechloromonas denitrificans",-0.302837563937628,0.802243493400802,0.0956937965653807
"827","Quatrionicoccus australiensis",-0.0855175481815077,0.953828817822368,0.0205295604593231
"828","Ferribacterium limneticum",-0.106028886446541,0.902331991645471,0.0446336447061581
"829","Azospira inquinata",0.281410303858274,0.900761523245003,0.0453901733356103
"830","Azospira restricta",0.292247032714509,0.765280352180209,0.116179436610771
"831","Azospira oryzae",-0.0883553570277629,0.943396897933812,0.0253055561297945
"832","Azospira sp. I09",0.770691546130604,0.707021984749552,0.150567081667075
"833","Aromatoleum bremense",0.577412324827436,0.765280352180209,0.116179436610771
"834","Aromatoleum petrolei",0.0156640578500624,0.99471103647712,0.00230306346520759
"835","Aromatoleum aromaticum",0.37045944227762,0.722556909859815,0.141127941422993
"836","Niveibacterium microcysteis",-0.278480076188117,0.847029098424644,0.0721016698721442
"837","Oryzomicrobium terrae",0.486137175669054,0.756112995292713,0.121413297666632
"838","Thauera sp. K11",-0.349799822634506,0.847029098424644,0.0721016698721442
"839","Thauera sp. MZ1T",-0.0361216852981883,0.981563983016244,0.00808138575810549
"840","Thauera humireducens",0.79516799754379,0.667509113529698,0.175542800482279
"841","Thauera aromatica",0.0390771135189502,0.984812808352229,0.00664631166028806
"842","Thauera chlorobenzoica",-0.60794904734916,0.716316280797718,0.144895177865172
"843","Nitrogeniibacter mangrovi",0.316999242662734,0.765280352180209,0.116179436610771
"844","Azoarcus olearius",0.0760280541440258,0.955582838342529,0.0197316585036445
"845","Azoarcus sp. KH32C",-0.451991066005536,0.442990262946782,0.353605819589474
"846","Azoarcus sp. DD4",0.0758608169745797,0.945958271248609,0.0241280210677393
"847","Aromatoleum pumilum",0.161720878691017,0.894457272249189,0.0484404006188099
"848","Azoarcus communis",-0.422652610769525,0.682100375945749,0.166151711103481
"849","Thauera hydrothermalis",-0.147793370230665,0.943483209132446,0.0252658244296411
"850","Burkholderia sp. DHOD12",0.217853567470654,0.905733270781516,0.0429996787942494
"851","Burkholderia sp. PAMC 26561",-1.93866376548069,0.00351031637688179,2.45465373979003
"852","Burkholderia sp. MSMB0856",-0.322624803254323,0.866182843236123,0.0623904227323269
"853","Burkholderia cepacia",0.444314311885724,0.793142685337359,0.100648676641543
"854","Burkholderia ubonensis",0.197786796546869,0.795952797325258,0.0991126866203898
"855","Burkholderia anthina",0.880602121940754,0.371750783983593,0.429748106923321
"856","Burkholderia ambifaria",-0.375071738753357,0.721447282783127,0.141795397949346
"857","Burkholderia multivorans",-0.0193401539098343,0.986362946316327,0.00596325080061471
"858","Burkholderia lata",0.233100072673173,0.89180733200187,0.0497289614158087
"859","Burkholderia pyrrocinia",0.153360327888499,0.89637786567043,0.047508876072582
"860","Burkholderia vietnamiensis",-0.504120871321676,0.370085398556954,0.43169804933136
"861","Burkholderia pseudomultivorans",-0.334066981554739,0.865155318224031,0.062905918208712
"862","Burkholderia territorii",-0.344408494554677,0.80285925255227,0.0953605832362566
"863","Burkholderia contaminans",0.106924428355116,0.903650222189495,0.0439996402863647
"864","Burkholderia cenocepacia",0.000523916471574813,0.999781475637446,9.49142957394966e-05
"865","Burkholderia seminalis",0.226450928386801,0.905733270781516,0.0429996787942494
"866","Burkholderia glumae",-0.0399044903436524,0.986138250634876,0.00606219532357336
"867","Burkholderia mayonis",0.0542356742729831,0.971947421642015,0.012357227983556
"868","Burkholderia thailandensis",0.28841779885144,0.871556991313699,0.0597042090086055
"869","Burkholderia pseudomallei",-0.613126705371446,0.100200028482646,0.999132155017133
"870","Burkholderia sp. MSMB1588",0.0435134388167867,0.984742741981109,0.00667721146237992
"871","Burkholderia perseverans",0.502131262324354,0.815163922139245,0.0887550497604247
"872","Burkholderia gladioli",-0.0173191667504086,0.986362946316327,0.00596325080061471
"873","Polynucleobacter necessarius",0.265373649158717,0.761129154669461,0.118541642308291
"874","Ralstonia solanacearum",1.30952697597111,0.788619921419557,0.103132256360808
"875","Ralstonia mannitolilytica",-0.378638588650532,0.706558080441431,0.150852132501254
"876","Ralstonia sp. RS642",-0.693215862409438,0.705076433400437,0.151763801016038
"877","Ralstonia insidiosa",-0.143921000805554,0.943396897933812,0.0253055561297945
"878","Ralstonia pseudosolanacearum",0.169063981270146,0.903650222189495,0.0439996402863647
"879","Cupriavidus taiwanensis",0.112748497477705,0.826214535707573,0.0829071686888224
"880","Cupriavidus sp. KK10",0.434801052619681,0.808008852547047,0.0925838810678984
"881","Cupriavidus sp. EM10",0.0333046519965691,0.989757312362663,0.00447128098063464
"882","Cupriavidus basilensis",-0.0552827031397755,0.955582838342529,0.0197316585036445
"883","Cupriavidus malaysiensis",-0.185477081223365,0.863987281267999,0.0634926507106689
"884","Cupriavidus necator",-0.103393678946732,0.906967412293746,0.0424083170361081
"885","Cupriavidus gilardii",-0.294292357844063,0.792804097633873,0.100834113851766
"886","Cupriavidus pauculus",0.171167556553464,0.805915027822939,0.0937107459033308
"887","Cupriavidus cauae",0.579083252208575,0.702721456122703,0.153216785991123
"888","Cupriavidus campinensis",-0.0806715438972467,0.953743937381434,0.0205682096872936
"889","Cupriavidus metallidurans",0.303444522580419,0.702015223335063,0.153653470008758
"890","Cupriavidus nantongensis",0.572139916012603,0.773676904719803,0.111440367214331
"891","Cupriavidus oxalaticus",0.490857693088347,0.623398847611009,0.20523400487702
"892","Paraburkholderia atlantica",-0.925210534244397,0.656096973188333,0.183031965794959
"893","Paraburkholderia fungorum",-0.26467369218289,0.847029098424644,0.0721016698721442
"894","Paraburkholderia xenovorans",-0.541977998342538,0.453018850997355,0.343883725771294
"895","Paraburkholderia terricola",0.492861649121361,0.768916709554619,0.114120701212734
"896","Paraburkholderia hospita",0.25672807065249,0.847840460411628,0.0716858619902298
"897","Paraburkholderia caribensis",-0.163461228053246,0.847029098424644,0.0721016698721442
"898","Paraburkholderia edwinii",-0.451084789578708,0.719641592238252,0.142883744218145
"899","Paraburkholderia sp. PGU19",-0.22933556255986,0.920463546908316,0.0359934061714248
"900","Paraburkholderia sp. SOS3",0.453615370678237,0.793142685337359,0.100648676641543
"901","Paraburkholderia dokdonella",0.55167908995468,0.808008852547047,0.0925838810678984
"902","Paraburkholderia acidiphila",-0.591125529434551,0.719641592238252,0.142883744218145
"903","Paraburkholderia acidisoli",-0.239183818554992,0.874151252073197,0.0584134160411887
"904","Paraburkholderia terrae",-0.0517733058660523,0.979306781910166,0.00908123790077413
"905","Paraburkholderia ginsengisoli",1.05691614281233,0.50080976980367,0.300327207492441
"906","Paraburkholderia phenoliruptrix",0.495515070720237,0.654817369587668,0.183879809076793
"907","Paraburkholderia pallida",0.323686027986307,0.810742143089354,0.0911172513869936
"908","Paraburkholderia caffeinilytica",-0.209061665677848,0.848721019243976,0.0712350420455292
"909","Paraburkholderia tropica",0.396498870992516,0.795952797325258,0.0991126866203898
"910","Paraburkholderia aromaticivorans",0.0851359823366982,0.949791131468443,0.0223718898943452
"911","Paraburkholderia graminis",0.657995170203804,0.693838903353362,0.158741353041061
"912","Paraburkholderia sprentiae",0.0244226689251366,0.994062447096542,0.00258633232545589
"913","Paraburkholderia phytofirmans",-0.00713093178217646,0.99471103647712,0.00230306346520759
"914","Pandoraea faecigallinarum",0.208150005859636,0.871316636150277,0.0598239938515083
"915","Pandoraea vervacti",-0.195682203604711,0.902331991645471,0.0446336447061581
"916","Pandoraea oxalativorans",0.223142999544692,0.905733270781516,0.0429996787942494
"917","Pandoraea commovens",-0.136899754149395,0.929685622432194,0.0316638853437797
"918","Pandoraea thiooxydans",-0.158036191522291,0.871316636150277,0.0598239938515083
"919","Pandoraea sp. XY-2",-0.528005496536788,0.755294488914142,0.12188368416674
"920","Pandoraea apista",0.278000633427991,0.863919256018693,0.0635268458361357
"921","Pandoraea norimbergensis",-0.13906177398126,0.924111088413267,0.0342758186229979
"922","Pandoraea pnomenusa",0.105004370062577,0.902331991645471,0.0446336447061581
"923","Pandoraea pulmonicola",-0.296362872845655,0.86447316557043,0.0632484832756156
"924","Caballeronia insecticola",-0.671092246999009,0.654934369493059,0.183802218168663
"925","Caballeronia sp. SBC2",-0.632177108146313,0.483160291723403,0.315908765185832
"926","Caballeronia sp. TF1N1",-0.752698958426361,0.483160291723403,0.315908765185832
"927","Caballeronia zhejiangensis",0.457228693659424,0.692925952556225,0.159313172479715
"928","Caballeronia grimmiae",0.681856095511755,0.585136586211559,0.232742746372207
"929","Chitinimonas arctica",0.112174689399149,0.919684611766367,0.0363610801030257
"930","Chitinimonas koreensis",-0.317379720626077,0.793142685337359,0.100648676641543
"931","Lautropia mirabilis",0.843695703155725,0.630196419275625,0.200524068780641
"932","Hydrogenophaga taeniospiralis",0.38046801880928,0.811579238081508,0.0906690716706879
"933","Hydrogenophaga sp. PBL-H3",-0.547338553927096,0.719556436149642,0.142935137867521
"934","Hydrogenophaga sp. PBC",-0.117995229258485,0.951170331069684,0.0217417047031514
"935","Hydrogenophaga sp. PAMC20947",0.590254738338207,0.702015223335063,0.153653470008758
"936","Hydrogenophaga sp. YM1",0.114951663920021,0.916463094224361,0.0378850192968848
"937","Hydrogenophaga sp. SL48",-0.295424267891283,0.839538893041206,0.0759591796427622
"938","Hydrogenophaga sp. NH-16",0.263705031959857,0.728949135061083,0.137302775019462
"939","Hydrogenophaga sp. BPS33",0.0246313795364226,0.986362946316327,0.00596325080061471
"940","Hydrogenophaga crocea",-0.407256148420858,0.705076433400437,0.151763801016038
"941","Variovorax sp. RA8",0.430810485737542,0.755294488914142,0.12188368416674
"942","Variovorax sp. PBL-E5",0.50942482108499,0.728949135061083,0.137302775019462
"943","Variovorax sp. PBL-H6",0.0412700996144234,0.959850537194562,0.0177963877158236
"944","Variovorax sp. PAMC26660",0.0872508212105282,0.92237302114025,0.0350934083816902
"945","Variovorax sp. PAMC28562",-0.265531577909422,0.847029098424644,0.0721016698721442
"946","Variovorax sp. WDL1",-0.290314756484977,0.846605893600861,0.0723187125340812
"947","Variovorax sp. HW608",0.719974123102219,0.719641592238252,0.142883744218145
"948","Variovorax sp. SRS16",-0.620677336650889,0.483160291723403,0.315908765185832
"949","Variovorax sp. PBS-H4",-0.464604882147701,0.741040779754898,0.130157891973153
"950","Variovorax sp. 38R",0.187607773299308,0.883127242502248,0.0539767180131801
"951","Variovorax sp. PDNC026",0.0625531266946379,0.970076945218592,0.0131938167043563
"952","Variovorax sp. PAMC 28711",-0.471784027011807,0.721447282783127,0.141795397949346
"953","Variovorax sp. RKNM96",-0.189527674873131,0.911680331525953,0.0401574145125437
"954","Variovorax paradoxus",0.00191749702037594,0.99812638478384,0.000814463984128941
"955","Variovorax boronicumulans",0.460305016621222,0.802457162900968,0.0955781419913552
"956","Comamonas testosteroni",0.195265483559669,0.826214535707573,0.0829071686888224
"957","Comamonas serinivorans",-0.384028428772758,0.748128634005349,0.126023722676064
"958","Comamonas sp. NLF-1-9",-0.174131380579629,0.903650222189495,0.0439996402863647
"959","Comamonas sp. NLF-7-7",-0.21753643023903,0.863919256018693,0.0635268458361357
"960","Comamonas sp. C11",0.513343389606831,0.491892719970103,0.308129604967013
"961","Comamonas thiooxydans",-0.0370430106214292,0.980920963574657,0.00836598392097725
"962","Comamonas fluminis",0.838415732141437,0.558412204026743,0.253045098831252
"963","Comamonas odontotermitis",-0.017751499254895,0.99471103647712,0.00230306346520759
"964","Comamonas aquatica",0.0822351147563361,0.903650222189495,0.0439996402863647
"965","Comamonas kerstersii",-1.59492393103699,0.472264698729402,0.325814516248419
"966","Comamonas koreensis",0.113555215202253,0.943892531560148,0.0250774502012089
"967","Diaphorobacter sp. JS3050",0.205619622130414,0.904532785078674,0.0435756873771729
"968","Diaphorobacter sp. HDW4A",-0.0776660194615488,0.955582838342529,0.0197316585036445
"969","Diaphorobacter sp. HDW4B",-0.50041093775633,0.741040779754898,0.130157891973153
"970","Diaphorobacter aerolatus",0.501126428733851,0.727846182329319,0.137960391598829
"971","Diaphorobacter ruginosibacter",-0.212868075612872,0.903650222189495,0.0439996402863647
"972","Delftia acidovorans",0.111018597323464,0.879396717335729,0.0558151598735104
"973","Delftia tsuruhatensis",0.306989670699062,0.477838778009446,0.320718608893064
"974","Polaromonas sp. JS666",-0.21293914488302,0.815163922139245,0.0887550497604247
"975","Polaromonas vacuolata",-0.0709204765700048,0.983229869901488,0.00734493632955226
"976","Polaromonas naphthalenivorans",0.0976506071378883,0.959850537194562,0.0177963877158236
"977","Rhodoferax sp. PAMC 29310",-0.336026701573274,0.874151252073197,0.0584134160411887
"978","Rhodoferax sp. MIZ03",-0.224205232170948,0.889596418957303,0.0508069739974191
"979","Rhodoferax sp. BAB1",0.607177014426021,0.70951573557257,0.149037968357944
"980","Rhodoferax sp. AJA081-3",1.66942816205982,0.124304022176052,0.905514818417058
"981","Rhodoferax koreense",0.222162279392153,0.871316636150277,0.0598239938515083
"982","Rhodoferax saidenbachensis",-0.222522420104965,0.89793137402269,0.0467568537805119
"983","Rhodoferax sediminis",-0.183692847248742,0.89793137402269,0.0467568537805119
"984","Acidovorax sp. RAC01",0.220448082028622,0.929980064426135,0.0315263611261943
"985","Acidovorax sp. YS12",-0.0802043331936627,0.922069658168898,0.0352362687341834
"986","Acidovorax sp. T1",-0.187017615370342,0.874151252073197,0.0584134160411887
"987","Acidovorax sp. HDW3",-0.149084389295572,0.932953671107791,0.0301399220432137
"988","Acidovorax sp. JMULE5",-0.265016195509801,0.850467681123803,0.0703421854920725
"989","Acidovorax sp. 5MLIR",0.71905813785297,0.610736255558352,0.214146297915444
"990","Acidovorax avenae",0.183056537303279,0.797462253435834,0.0982898643992988
"991","Acidovorax citrulli",0.270566368175044,0.883501814874196,0.0537925540360635
"992","Acidovorax antarcticus",0.288188441879536,0.761793009792762,0.118163016739865
"993","Acidovorax monticola",-0.0409603491132507,0.983229869901488,0.00734493632955226
"994","Acidovorax carolinensis",-0.431846136763058,0.748031840193232,0.126079915870937
"995","Ottowia oryzae",-0.208407917407777,0.893057313502898,0.0491206686150142
"996","Ottowia testudinis",0.582433698474039,0.688933060103651,0.161822974086458
"997","Ottowia sp. oral taxon 894",0.212407105173414,0.871316636150277,0.0598239938515083
"998","Serpentinimonas raichei",1.4335602036481,0.338794767399184,0.470063305859658
"999","Limnohabitans sp. 63ED37-2",0.187996478595603,0.903650222189495,0.0439996402863647
"1000","Simplicispira suum",0.051566574422747,0.986175338231822,0.00604586228323575
"1001","Hylemonella gracilis",0.152058757496736,0.9018421772467,0.0448694575222788
"1002","Alicycliphilus denitrificans",0.290124868331804,0.793142685337359,0.100648676641543
"1003","Pulveribacter suum",0.367992872147269,0.842437421697158,0.0744623497100225
"1004","Melaminivora jejuensis",-0.0104943834361109,0.99471103647712,0.00230306346520759
"1005","Kinneretia sp. XES5",0.34892262598063,0.839538893041206,0.0759591796427622
"1006","Kinneretia sp. DAIF2",0.0687265466481761,0.959850537194562,0.0177963877158236
"1007","Candidatus Symbiobacter mobilis",0.219777767254359,0.904532785078674,0.0435756873771729
"1008","Ramlibacter tataouinensis",0.144836069048548,0.841553860364456,0.0749180834783801
"1009","Thiomonas intermedia",-0.759668755150313,0.719641592238252,0.142883744218145
"1010","Thiomonas sp. X19",0.189886724812613,0.80285925255227,0.0953605832362566
"1011","Rhizobacter gummiphilus",0.084138688180453,0.951405190134043,0.0216344837334105
"1012","Rhizobacter sp. AJA081-3",-0.0725497667342683,0.952802961415415,0.0209969016886138
"1013","Aquabacterium olei",-0.0929100843720841,0.943396897933812,0.0253055561297945
"1014","Aquabacterium sp. J223",-0.169387354008477,0.891015727760103,0.0501146299483765
"1015","Xylophilus rhododendri",-0.00530365076040239,0.99812638478384,0.000814463984128941
"1016","Tepidimonas taiwanensis",0.127970185832309,0.904532785078674,0.0435756873771729
"1017","Paucibacter sp. KCTC 42545",-0.233132254376104,0.808008852547047,0.0925838810678984
"1018","Orrella dioscoreae",0.0967888014312339,0.944339661482958,0.0248717699225706
"1019","Alcaligenes faecalis",0.121807505662036,0.903650222189495,0.0439996402863647
"1020","Alcaligenes aquatilis",-0.0190478425208195,0.99471103647712,0.00230306346520759
"1021","Bordetella bronchiseptica",-0.0238476242423176,0.986362946316327,0.00596325080061471
"1022","Bordetella parapertussis",-0.136023209937473,0.949791131468443,0.0223718898943452
"1023","Bordetella avium",-0.463103906791888,0.808008852547047,0.0925838810678984
"1024","Bordetella holmesii",0.0451591502996978,0.986362946316327,0.00596325080061471
"1025","Bordetella flabilis",0.194491230344023,0.877187281637965,0.0569076737962627
"1026","Bordetella bronchialis",-0.292666997532159,0.865155318224031,0.062905918208712
"1027","Bordetella genomosp. 13",0.662733952547352,0.581328191276322,0.235578615597074
"1028","Bordetella hinzii",0.312028849059127,0.719932838367353,0.142708016467247
"1029","Bordetella genomosp. 9",0.148543860814745,0.942587604689648,0.0256782756418219
"1030","Bordetella genomosp. 8",0.2708981756108,0.788619921419557,0.103132256360808
"1031","Bordetella sp. N",0.0951928501679291,0.951170331069684,0.0217417047031514
"1032","Bordetella sp. H567",0.285194100814091,0.889048607472254,0.0510744939455456
"1033","Bordetella pseudohinzii",-0.471915523469435,0.756112995292713,0.121413297666632
"1034","Bordetella trematum",0.183989561980714,0.89793137402269,0.0467568537805119
"1035","Bordetella petrii",0.362309394732842,0.798348571550862,0.0978074474359347
"1036","Achromobacter sp. 77",0.0456648510286286,0.986362946316327,0.00596325080061471
"1037","Achromobacter sp. MFA1 R4",0.499710272422013,0.792804097633873,0.100834113851766
"1038","Achromobacter sp. B7",-0.70782646279406,0.683099386858634,0.165516104482251
"1039","Achromobacter sp. AONIH1",0.0871310020597543,0.923902004117479,0.0343740908231978
"1040","Achromobacter pestifer",-0.221036355532337,0.809741007768588,0.0916538661620785
"1041","Achromobacter deleyi",0.0599485882584694,0.955447964339595,0.0197929605352408
"1042","Achromobacter xylosoxidans",0.066542297540631,0.908452573018177,0.0416977406885214
"1043","Achromobacter spanius",0.260636328845712,0.788619921419557,0.103132256360808
"1044","Achromobacter insolitus",-0.36059251530832,0.483160291723403,0.315908765185832
"1045","Achromobacter denitrificans",0.0466153887661403,0.961688462021966,0.0169655944252008
"1046","Pigmentiphaga aceris",0.210713441341618,0.893057313502898,0.0491206686150142
"1047","Pigmentiphaga sp. H8",0.618599548479492,0.46179135847528,0.335554198317101
"1048","Pusillimonas sp. M17",-0.178976641829827,0.889246121293967,0.0509780204399618
"1049","Oligella urethralis",-1.39406717927799,0.127000116442349,0.896195880853126
"1050","Kerstersia gyiorum",-0.249888170718372,0.823957276331225,0.0840953066701579
"1051","Castellaniella defragrans",-0.0508574543086333,0.955582838342529,0.0197316585036445
"1052","Paralcaligenes sp. KSB-10",-0.158728399082229,0.894457272249189,0.0484404006188099
"1053","Herbaspirillum seropedicae",-0.350794307224643,0.788619921419557,0.103132256360808
"1054","Herbaspirillum huttiense",-0.187196967085636,0.823709659464408,0.0842258411093191
"1055","Herbaspirillum hiltneri",0.231921741727514,0.815163922139245,0.0887550497604247
"1056","Herbaspirillum rubrisubalbicans",-0.396993738939256,0.618627609318311,0.208570701359969
"1057","Herbaspirillum robiniae",-0.257471083645235,0.823709659464408,0.0842258411093191
"1058","Herbaspirillum frisingense",0.0739068922662857,0.937594599639346,0.0279849027696564
"1059","Massilia sp. HC52",0.444997117610008,0.73624366100878,0.132978431424888
"1060","Massilia sp. MB5",-0.0433669803462716,0.978942158831164,0.00924296789303469
"1061","Massilia sp. WG5",-0.152057052131573,0.881445842699179,0.0548043662227923
"1062","Massilia sp. NR 4-1",-0.0169751078690577,0.99471103647712,0.00230306346520759
"1063","Massilia sp. NP310",0.394200256156391,0.808008852547047,0.0925838810678984
"1064","Massilia sp. PAMC28688",0.540984505570164,0.721447282783127,0.141795397949346
"1065","Massilia sp. DM-R-R2A-13",0.296016828518146,0.846605893600861,0.0723187125340812
"1066","Massilia sp. LPB0304",-0.505855908434023,0.771564438018576,0.112627797524024
"1067","Massilia sp. erpn",0.00455996080847973,0.99812638478384,0.000814463984128941
"1068","Massilia sp. YMA4",0.528473750687991,0.632296830087211,0.199078995442963
"1069","Massilia sp. H6",0.172487210680587,0.908847984149526,0.041508751724136
"1070","Massilia forsythiae",-0.0888177063167969,0.946431094418231,0.0239109996645531
"1071","Massilia antarctica",-0.147367191250658,0.903650222189495,0.0439996402863647
"1072","Massilia violaceinigra",-0.147455128470346,0.843037755126434,0.074152975225904
"1073","Massilia putida",0.109147338750432,0.916463094224361,0.0378850192968848
"1074","Massilia oculi",0.235159476005284,0.875240872510475,0.0578724095992093
"1075","Pseudoduganella armeniaca",0.154497975152104,0.903650222189495,0.0439996402863647
"1076","Pseudoduganella umbonata",0.197323046440042,0.83447838952834,0.0785849057553967
"1077","Pseudoduganella flava",-0.110818411130217,0.908452573018177,0.0416977406885214
"1078","Pseudoduganella albidiflava",0.547849692842518,0.711213136606174,0.148000230239638
"1079","Pseudoduganella plicata",-0.437032722741918,0.788619921419557,0.103132256360808
"1080","Pseudoduganella lutea",0.258171120808323,0.823709659464408,0.0842258411093191
"1081","Duganella dendranthematis",0.139739793920358,0.92775694827918,0.0325657843917292
"1082","Janthinobacterium sp. LM6",0.23835513892861,0.845267827050451,0.0730056610141357
"1083","Janthinobacterium sp. 1_2014MBL_MicDiv",0.559281862912929,0.758200246302038,0.120216078828605
"1084","Janthinobacterium sp. 17J80-10",0.115639992077723,0.917094367272543,0.0375859739514411
"1085","Janthinobacterium sp. PAMC25594",-1.02976391949623,0.249674679433272,0.602625499058323
"1086","Janthinobacterium sp. B9-8",0.0388475231394853,0.986362946316327,0.00596325080061471
"1087","Janthinobacterium agaricidamnosum",0.338911078485588,0.766263792322891,0.115621695343589
"1088","Janthinobacterium lividum",0.687037085635812,0.719641592238252,0.142883744218145
"1089","Undibacterium parvum",-0.514232103495096,0.748128634005349,0.126023722676064
"1090","Undibacterium sp. YM2",0.129781024093767,0.945084462387218,0.024529376771658
"1091","Collimonas arenae",0.645547664267549,0.573415980268741,0.241530208065804
"1092","Collimonas fungivorans",-1.16221480539731,0.0324861100727182,1.488302288504
"1093","Oxalobacter formigenes",-1.36316361920662,0.149051884401121,0.82666252899173
"1094","Noviherbaspirillum sp. UKPF54",1.31552788767938,0.216644050287306,0.66425323352955
"1095","Methylibium sp. Pch-M",0.203579342970796,0.903650222189495,0.0439996402863647
"1096","Roseateles depolymerans",0.15965503188766,0.903650222189495,0.0439996402863647
"1097","Roseateles sp. BIM B-1768",-0.0942581443580297,0.949791131468443,0.0223718898943452
"1098","Schlegelella aquatica",-0.418986774602147,0.719641592238252,0.142883744218145
"1099","Schlegelella thermodepolymerans",0.00172017572273191,0.998410315240404,0.000690940653593417
"1100","Sphaerotilus sulfidivorans",0.0162583453061431,0.994356708445946,0.002457791941141
