"","species","logFC","p_value","logP"
"1","Starkeya novella",0.342351033932702,0.687022092067641,0.163029297425446
"2","Starkeya sp. ORNL1",-0.178543978639019,0.865155318224031,0.062905918208712
"3","Xanthobacter autotrophicus",-0.161933310203248,0.942039530771756,0.0259308725406428
"4","Xanthobacter dioxanivorans",0.118153060494115,0.951205816064255,0.0217255029258553
"5","Pseudolabrys taiwanensis",0.24277401855308,0.863919256018693,0.0635268458361357
"6","Ancylobacter polymorphus",-1.20926052648259,0.21504799298527,0.667464606304447
"7","Ancylobacter sp. TS-1",0.91182243364579,0.623398847611009,0.20523400487702
"8","Azorhizobium caulinodans",0.359440925096072,0.805046937272978,0.0941787978875491
"9","Aquabacter sp. L1I39",-0.0587702716953408,0.978942158831164,0.00924296789303469
"10","Labrys sp. KNU-23",0.353149508857697,0.810742143089354,0.0911172513869936
"11","Rhizobium sp. L51/94",0.0945779354426376,0.943396897933812,0.0253055561297945
"12","Rhizobium sp. K102",-0.0889977375430618,0.979064990685946,0.00918847861620344
"13","Rhizobium sp. BT-226",-0.670886458302956,0.398741555081659,0.399308501728551
"14","Rhizobium sp. AB2/73",0.461756860762646,0.823957276331225,0.0840953066701579
"15","Rhizobium sp. WL3",1.06796549675503,0.515688250033437,0.287612763888565
"16","Rhizobium sp. NXC14",0.352390853009817,0.847029098424644,0.0721016698721442
"17","Rhizobium sp. Kim5",0.319673760027122,0.875240872510475,0.0578724095992093
"18","Rhizobium sp. TH2",-0.136932384515384,0.943780528680575,0.0251289869144645
"19","Rhizobium sp. 11515TR",0.427807664994976,0.823957276331225,0.0840953066701579
"20","Rhizobium sp. WYJ-E13",-0.200911212257537,0.886810834886028,0.052169009397797
"21","Rhizobium sp. ACO-34A",0.235829763124621,0.923902004117479,0.0343740908231978
"22","Rhizobium leguminosarum",0.0213330778726328,0.970076945218592,0.0131938167043563
"23","Rhizobium phaseoli",0.226508640902756,0.904532785078674,0.0435756873771729
"24","Rhizobium tropici",-0.126791482254041,0.905733270781516,0.0429996787942494
"25","Rhizobium jaguaris",-0.105416048192385,0.953828817822368,0.0205295604593231
"26","Rhizobium esperanzae",-0.0436902629487066,0.986362946316327,0.00596325080061471
"27","Rhizobium oryzihabitans",0.46962606864781,0.805046937272978,0.0941787978875491
"28","Rhizobium gallicum",-0.132234393951361,0.906842401510855,0.0424681816292539
"29","Rhizobium binae",-0.14360917462405,0.910714114330449,0.0406179326364886
"30","Rhizobium rhizoryzae",0.648739790523018,0.760730313311486,0.118769277787826
"31","Rhizobium pusense",0.703968441080476,0.26943723276577,0.569542390545378
"32","Rhizobium etli",0.512310718136514,0.483160291723403,0.315908765185832
"33","Agrobacterium tumefaciens",-0.00160002863105201,0.99812638478384,0.000814463984128941
"34","Agrobacterium rhizogenes",0.615721718913564,0.761129154669461,0.118541642308291
"35","Agrobacterium vitis",0.280855250770228,0.715455037760551,0.145417653960178
"36","Agrobacterium vaccinii",-0.0497267634563927,0.970076945218592,0.0131938167043563
"37","Agrobacterium larrymoorei",0.157124517534211,0.921600218806256,0.0354574308106873
"38","Neorhizobium galegae",-0.0134443832421282,0.99471103647712,0.00230306346520759
"39","Neorhizobium sp. SOG26",-0.385564253843289,0.793142685337359,0.100648676641543
"40","Pararhizobium sp. BT-229",0.0706242656048738,0.97149296581836,0.0125603396008231
"41","Sinorhizobium meliloti",0.204452448193075,0.823957276331225,0.0840953066701579
"42","Sinorhizobium sp. BG8",0.488107587468345,0.815163922139245,0.0887550497604247
"43","Sinorhizobium americanum",-0.017892088803131,0.99471103647712,0.00230306346520759
"44","Sinorhizobium fredii",0.296762090417111,0.686273607658673,0.163502702651803
"45","Ensifer adhaerens",0.254771525749315,0.771564438018576,0.112627797524024
"46","Ensifer alkalisoli",0.642245311219728,0.733123840290448,0.134822657539008
"47","Ensifer sp. PDNC004",0.0647597252028635,0.972096934100965,0.0122904265900241
"48","Ensifer sojae",0.509129793946404,0.688933060103651,0.161822974086458
"49","Ciceribacter thiooxidans",0.520536840217473,0.771564438018576,0.112627797524024
"50","Shinella sp. XGS7",0.229701228254495,0.847483367804754,0.0718688162416902
"51","Shinella sp. HZN7",-1.31394263515311,0.771564438018576,0.112627797524024
"52","Shinella sp. PSBB067",-1.04079451587555,0.781832369463468,0.106886352849346
"53","Shinella oryzae",-1.17142475906024,0.362426282912293,0.440780315107034
"54","Shinella zoogloeoides",-1.01328065607332,0.839538893041206,0.0759591796427622
"55","Georhizobium profundi",-0.193417550485356,0.916463094224361,0.0378850192968848
"56","Mesorhizobium sp. B1-1-8",-0.13488112342343,0.934104126804293,0.0296047092346346
"57","Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1",-0.227816957653349,0.848721019243976,0.0712350420455292
"58","Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1",-1.69481652840963,0.10640295682444,0.973046303293829
"59","Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1",-0.0451280746554501,0.986362946316327,0.00596325080061471
"60","Mesorhizobium sp. DCY119",-0.156463481099694,0.922069658168898,0.0352362687341834
"61","Mesorhizobium sp. AR07",0.104801442995489,0.908452573018177,0.0416977406885214
"62","Mesorhizobium sp. AR10",-0.164973495891672,0.916463094224361,0.0378850192968848
"63","Mesorhizobium sp. Pch-S",-0.378731409579085,0.717585191627108,0.144126532144832
"64","Mesorhizobium sp. 131-2-1",0.230381992492713,0.904532785078674,0.0435756873771729
"65","Mesorhizobium sp. L-8-3",0.159146398885556,0.928532695558408,0.0322027992471954
"66","Mesorhizobium sp. L-8-10",-0.355191707082889,0.828316460975457,0.0818037079036935
"67","Mesorhizobium sp. J8",0.276381428219573,0.846605893600861,0.0723187125340812
"68","Mesorhizobium sp. 8",0.0835495201859747,0.95465845419928,0.0201519770942596
"69","Mesorhizobium loti",-0.0548693649142131,0.937594599639346,0.0279849027696564
"70","Mesorhizobium opportunistum",0.176186307562805,0.903650222189495,0.0439996402863647
"71","Mesorhizobium ciceri",-0.175358467158911,0.896045783846855,0.0476697993065597
"72","Nitratireductor sp. SY7",0.109403447371815,0.923859556652847,0.0343940443713774
"73","Nitratireductor sp. OM-1",-0.109802188003347,0.955582838342529,0.0197316585036445
"74","Aminobacter sp. MDW-2",-0.696278881223746,0.728949135061083,0.137302775019462
"75","Aminobacter sp. MSH1",0.247285564943392,0.890484815795989,0.0503734815597903
"76","Aquibium microcysteis",-0.0233106311365833,0.986175338231822,0.00604586228323575
"77","Aquibium oceanicum",0.582642068955665,0.722338301971554,0.141259356074408
"78","Phyllobacterium sp. T1018",-0.0936700396527782,0.955582838342529,0.0197316585036445
"79","Phyllobacterium sp. T1293",-0.366602156573112,0.823709659464408,0.0842258411093191
"80","Phyllobacterium zundukense",0.429961315776969,0.683075744131585,0.165531136092274
"81","Roseitalea porphyridii",0.252596098407135,0.863987281267999,0.0634926507106689
"82","Salaquimonas pukyongi",0.245836102744171,0.903650222189495,0.0439996402863647
"83","Methylocystis rosea",0.532744601993742,0.729486527695432,0.136982724334697
"84","Methylocystis heyeri",0.332790204632221,0.853170177462976,0.0689643337074044
"85","Methylocystis bryophila",-0.263418869090709,0.89793137402269,0.0467568537805119
"86","Methylosinus trichosporium",-0.50515674166974,0.667509113529698,0.175542800482279
"87","Methylosinus sp. C49",0.209810878072698,0.875240872510475,0.0578724095992093
"88","Chenggangzhangella methanolivorans",0.167875996411957,0.908847984149526,0.041508751724136
"89","Methylobacterium sp. 4-46",-0.0129432099244275,0.99516288367536,0.00210583011665736
"90","Methylobacterium sp. FF17",-0.132299706807196,0.93761617064135,0.027974911181203
"91","Methylobacterium organophilum",-0.494400042488221,0.735309873190481,0.133529602607945
"92","Methylobacterium indicum",-0.137057025580177,0.934237254289635,0.0295428184763859
"93","Methylobacterium oryzae",0.452099116093209,0.753028519155783,0.123188575622085
"94","Methylobacterium durans",0.112135470706869,0.943396897933812,0.0253055561297945
"95","Methylobacterium terrae",0.399381386618047,0.788619921419557,0.103132256360808
"96","Methylobacterium radiodurans",0.296425156467099,0.802457162900968,0.0955781419913552
"97","Methylobacterium brachiatum",-0.091260680261617,0.919475073275918,0.0364600398739277
"98","Methylobacterium aquaticum",0.124893663100961,0.877187281637965,0.0569076737962627
"99","Methylobacterium nodulans",0.12989379807437,0.896045783846855,0.0476697993065597
"100","Methylobacterium currus",0.433251847088469,0.719641592238252,0.142883744218145
"101","Methylobacterium radiotolerans",-0.479279401460861,0.748128634005349,0.126023722676064
"102","Methylorubrum extorquens",-0.0779651206386911,0.916463094224361,0.0378850192968848
"103","Methylorubrum sp. B1-46",0.0888131549485415,0.967534367513755,0.0143335995839937
"104","Methylorubrum populi",0.389718424584587,0.696864266513676,0.156851804462463
"105","Microvirga ossetica",0.844141918729233,0.554158212988921,0.256366225851768
"106","Microvirga sp. VF16",0.382458783428217,0.810457377480915,0.0912698200647952
"107","Microvirga thermotolerans",-0.384772194805864,0.847029098424644,0.0721016698721442
"108","Brucella anthropi",-0.217225805256969,0.871556991313699,0.0597042090086055
"109","Brucella pseudintermedia",-0.0260740243235346,0.994356708445946,0.002457791941141
"110","Brucella intermedia",-0.741172526712151,0.693838903353362,0.158741353041061
"111","Bradyrhizobium japonicum",0.308553310349021,0.761554575705543,0.118298968127727
"112","Bradyrhizobium sp.",0.767135384699427,0.693838903353362,0.158741353041061
"113","Bradyrhizobium sp. CCBAU 051011",0.403624739037486,0.842437421697158,0.0744623497100225
"114","Bradyrhizobium sp. CCBAU 51753",0.571023755424068,0.715455037760551,0.145417653960178
"115","Bradyrhizobium sp. CCBAU 53351",0.363563908080458,0.847029098424644,0.0721016698721442
"116","Bradyrhizobium sp. CCBAU 53421",0.439248283406448,0.802653193014061,0.0954720623108987
"117","Bradyrhizobium sp. WD16",0.320791998869934,0.863321690523253,0.0638273475213457
"118","Bradyrhizobium sp. A19",-1.01790990092427,0.209966365964808,0.677850268341142
"119","Bradyrhizobium sp. ORS 278",0.576367814715738,0.394021965986046,0.404479566396218
"120","Bradyrhizobium sp. ORS 285",0.0260359528813091,0.986362946316327,0.00596325080061471
"121","Bradyrhizobium sp. C-145",0.239600431115157,0.83447838952834,0.0785849057553967
"122","Bradyrhizobium sp. 6(2017)",-0.941408568552444,0.340337877450713,0.468089713988496
"123","Bradyrhizobium sp. BTAi1",-0.186464808231992,0.903650222189495,0.0439996402863647
"124","Bradyrhizobium sp. CB1024",0.261524570527214,0.902331991645471,0.0446336447061581
"125","Bradyrhizobium sp. 170",0.00465442810633936,0.998301442708404,0.000738301260087818
"126","Bradyrhizobium sp. 186",0.444094087388181,0.793142685337359,0.100648676641543
"127","Bradyrhizobium sp. 200",0.0142222063758494,0.99516288367536,0.00210583011665736
"128","Bradyrhizobium sp. 40",0.396804203836939,0.83447838952834,0.0785849057553967
"129","Bradyrhizobium lablabi",0.578876161036443,0.518609924639822,0.285159176392223
"130","Bradyrhizobium arachidis",-0.0411881509769067,0.96957884220244,0.0134168700909337
"131","Bradyrhizobium vignae",0.256541616457191,0.89793137402269,0.0467568537805119
"132","Bradyrhizobium barranii",-0.192696119639455,0.906842401510855,0.0424681816292539
"133","Bradyrhizobium oligotrophicum",-0.534101369134199,0.765280352180209,0.116179436610771
"134","Bradyrhizobium diazoefficiens",-0.0182414332954019,0.982523277236853,0.0076571518372498
"135","Bradyrhizobium guangdongense",-0.281505050064828,0.799819182468634,0.0970081841730214
"136","Bradyrhizobium guangzhouense",0.757462063062531,0.702015223335063,0.153653470008758
"137","Bradyrhizobium guangxiense",-0.271218513824277,0.865155318224031,0.062905918208712
"138","Bradyrhizobium betae",0.322532593060913,0.839538893041206,0.0759591796427622
"139","Bradyrhizobium genosp. L",-0.551032617436579,0.719641592238252,0.142883744218145
"140","Bradyrhizobium sediminis",-0.0497346094797431,0.970076945218592,0.0131938167043563
"141","Bradyrhizobium canariense",0.217268017638538,0.874432581262835,0.0582736689917383
"142","Bradyrhizobium symbiodeficiens",-0.555868586707309,0.696864266513676,0.156851804462463
"143","Bradyrhizobium erythrophlei",0.0064319111633571,0.99471103647712,0.00230306346520759
"144","Bradyrhizobium cosmicum",0.482525854778242,0.802653193014061,0.0954720623108987
"145","Bradyrhizobium quebecense",0.146994235271342,0.903650222189495,0.0439996402863647
"146","Nitrobacter hamburgensis",-0.297394155015907,0.88693897976266,0.0521062580306738
"147","Rhodopseudomonas palustris",0.0573201728660238,0.916463094224361,0.0378850192968848
"148","Rhodopseudomonas sp. P2A-2r",0.974244156156126,0.358561710740243,0.445436088733839
"149","Rhodopseudomonas sp. SK50-23",0.698210189978008,0.743972981930195,0.128442835975207
"150","Rhodopseudomonas boonkerdii",0.967362568874244,0.225572193925816,0.646714436465517
"151","Tardiphaga sp. 37S4",-0.0505679431747063,0.986362946316327,0.00596325080061471
"152","Tardiphaga robiniae",-0.238155468764674,0.874151252073197,0.0584134160411887
"153","Afipia carboxidovorans",-0.456375548247293,0.728949135061083,0.137302775019462
"154","Variibacter gotjawalensis",0.0784643660638511,0.961820983879162,0.0169057522325608
"155","Methylocella silvestris",0.349277453615942,0.826214535707573,0.0829071686888224
"156","Methylocella tundrae",0.477673247569214,0.811579238081508,0.0906690716706879
"157","Methylovirgula ligni",0.398240651318631,0.792804097633873,0.100834113851766
"158","Methylovirgula sp. HY1",0.251725672723182,0.865155318224031,0.062905918208712
"159","Caenibius tardaugens",0.507524006449812,0.771564438018576,0.112627797524024
"160","Methyloceanibacter caenitepidi",0.602015704823135,0.734280184805413,0.134138191451427
"161","Hyphomicrobium sp. MC1",0.572323123431163,0.765280352180209,0.116179436610771
"162","Rhodoplanes sp. Z2-YC6860",0.702518019211844,0.705076433400437,0.151763801016038
"163","Methyloligella sp. GL2",-0.088064568916209,0.964050370664704,0.015900274053363
"164","Stappia indica",-0.126740800509034,0.933233330412492,0.0300097587812741
"165","Stappia sp. ES.058",0.310791757141686,0.80333913405055,0.0951010761982594
"166","Roseibium aggregatum",0.0959744327836721,0.916463094224361,0.0378850192968848
"167","Roseibium alexandrii",0.618930270084283,0.734636240268804,0.133927651323492
"168","Labrenzia sp. VG12",0.630655184084112,0.742729546722713,0.129169298955827
"169","Pannonibacter phragmitetus",0.0596472336200819,0.97149296581836,0.0125603396008231
"170","Devosia sp. JXJ CY 41",0.0131184181615434,0.997532032501331,0.00107314946055707
"171","Devosia sp. SL43",-0.185599339554607,0.902331991645471,0.0446336447061581
"172","Devosia sp. A16",-0.127603466651187,0.908452573018177,0.0416977406885214
"173","Devosia beringensis",-0.578336543866485,0.721447282783127,0.141795397949346
"174","Devosia ginsengisoli",0.82890551384146,0.719641592238252,0.142883744218145
"175","Devosia salina",0.0144281842604464,0.99471103647712,0.00230306346520759
"176","Devosia oryziradicis",0.111322058671598,0.949791131468443,0.0223718898943452
"177","Devosia neptuniae",0.34615006942574,0.847029098424644,0.0721016698721442
"178","Youhaiella tibetensis",0.620474590164411,0.605695498642793,0.217745653878155
"179","Paradevosia shaoguanensis",-0.409464370903703,0.828265298751602,0.0818305335902359
"180","Kaustia mangrovi",0.26409303233609,0.815163922139245,0.0887550497604247
"181","Parvibaculum lavamentivorans",0.684844989120643,0.737878049623632,0.132015408843453
"182","Aureimonas sp. AU20",0.579529931212409,0.793142685337359,0.100648676641543
"183","Aureimonas sp. OT7",0.0433344255328267,0.986362946316327,0.00596325080061471
"184","Aureimonas altamirensis",-0.166755360817569,0.900761523245003,0.0453901733356103
"185","Martelella endophytica",0.41737043591942,0.761793009792762,0.118163016739865
"186","Martelella sp. AD-3",0.365333363890335,0.802653193014061,0.0954720623108987
"187","Martelella mediterranea",0.33313846527135,0.811579238081508,0.0906690716706879
"188","Aurantimonas sp. HBX-1",0.555341463856097,0.797462253435834,0.0982898643992988
"189","Pseudorhodoplanes sinuspersici",0.484560583869467,0.795209562961647,0.099518405878724
"190","Nordella sp. HKS 07",-0.161667652011807,0.928783191734103,0.0320856526613656
"191","Phreatobacter cathodiphilus",0.462073913258876,0.719641592238252,0.142883744218145
"192","Phreatobacter stygius",0.0342862759455122,0.986770079623502,0.00578402745491052
"193","Blastochloris viridis",-0.106849652309682,0.915824525294709,0.0381877304768722
"194","Blastochloris tepida",0.594997113028671,0.788619921419557,0.103132256360808
"195","Bosea sp. RAC05",-0.0650934870763653,0.955582838342529,0.0197316585036445
"196","Bosea sp. F3-2",-0.110405616059585,0.94003218542611,0.0268572764921507
"197","Bosea sp. AS-1",0.0685265359600497,0.979306781910166,0.00908123790077413
"198","Bosea sp. NBC_00550",-0.206200484082935,0.903650222189495,0.0439996402863647
"199","Bosea sp. Tri-49",-0.261238977178417,0.89180733200187,0.0497289614158087
"200","Bosea vaviloviae",-0.576975296196285,0.573678225046447,0.241331634206182
"201","Chelatococcus daeguensis",0.438035408330755,0.721447282783127,0.141795397949346
"202","Chelatococcus sp. CO-6",-0.0560902792649417,0.97504425451768,0.0109756724484769
"203","Hartmannibacter diazotrophicus",0.24475632023677,0.808008852547047,0.0925838810678984
"204","Kaistia sp. 32K",0.841811219030215,0.605695498642793,0.217745653878155
"205","Breoghania sp. L-A4",-0.0597866269264511,0.978942158831164,0.00924296789303469
"206","Acuticoccus sp. I52.16.1",-0.188317086783903,0.879121445339322,0.0559511256116821
"207","Paracoccus denitrificans",0.585110653480614,0.736703043141007,0.132707536176584
"208","Paracoccus sp. AK26",-0.886860639502176,0.480787960282507,0.318046416313843
"209","Paracoccus sp. MC1862",0.124097472999801,0.961969542637775,0.016838678142796
"210","Paracoccus sp. MA",-0.818349410413644,0.693838903353362,0.158741353041061
"211","Paracoccus jeotgali",-1.00147866796498,0.476675436914773,0.321777226690997
"212","Paracoccus aminovorans",-0.944775237529724,0.82362478475885,0.0842705929403015
"213","Paracoccus sanguinis",-0.101622683455369,0.96648382576887,0.0148054095486258
"214","Paracoccus yeei",-0.509714339868395,0.847029098424644,0.0721016698721442
"215","Paracoccus pantotrophus",0.103309126252136,0.945084462387218,0.024529376771658
"216","Paracoccus zhejiangensis",0.374597778467618,0.688933060103651,0.161822974086458
"217","Paracoccus suum",-1.23114152404042,0.499082985276418,0.301827235837186
"218","Rhodobacter capsulatus",-0.25245870970566,0.846605893600861,0.0723187125340812
"219","Rhodobacter sp. CZR27",-0.294604744767331,0.839349706027227,0.0760570573418689
"220","Rhodobacter sp. LPB0142",-0.478709443990254,0.761554575705543,0.118298968127727
"221","Cereibacter sphaeroides",-0.225918749926611,0.802653193014061,0.0954720623108987
"222","Rhodovulum sulfidophilum",-0.557866572101264,0.702015223335063,0.153653470008758
"223","Rhodovulum sp. MB263",0.175087416433673,0.916463094224361,0.0378850192968848
"224","Gemmobacter aquarius",-0.108413221385476,0.953859852715458,0.0205154299745904
"225","Aliiroseovarius crassostreae",0.277766408848044,0.793142685337359,0.100648676641543
"226","Aliiroseovarius sp. M344",0.373481840276634,0.815163922139245,0.0887550497604247
"227","Pelagovum pacificum",-0.225547724842688,0.908452573018177,0.0416977406885214
"228","Pacificitalea manganoxidans",0.0275481216935654,0.994356708445946,0.002457791941141
"229","Pontivivens ytuae",0.115369668072895,0.943396897933812,0.0253055561297945
"230","Pontibrevibacter nitratireducens",-0.00615338941518636,0.99812638478384,0.000814463984128941
"231","Polymorphum gilvum",0.646398191946903,0.630196419275625,0.200524068780641
"232","Tritonibacter mobilis",0.0755615163628549,0.959850537194562,0.0177963877158236
"233","Neotabrizicola shimadae",-0.192249909465635,0.908452573018177,0.0416977406885214
"234","Brevirhabdus pacifica",-0.422712523698555,0.390139129302727,0.408780489606097
"235","Paroceanicella profunda",0.333647840935613,0.823709659464408,0.0842258411093191
"236","Frigidibacter mobilis",-0.116249061312814,0.955582838342529,0.0197316585036445
"237","Silicimonas algicola",0.189437914033908,0.901605235487993,0.0449835750709296
"238","Pseudopuniceibacterium antarcticum",0.365561351442541,0.874151252073197,0.0584134160411887
"239","Pikeienuella piscinae",0.221277177576566,0.903650222189495,0.0439996402863647
"240","Sulfitobacter sp. THAF37",-0.299795778463291,0.86896315096226,0.0609986397458857
"241","Sulfitobacter alexandrii",0.246488036895825,0.889048607472254,0.0510744939455456
"242","Sulfitobacter mediterraneus",0.219464978787875,0.823709659464408,0.0842258411093191
"243","Leisingera methylohalidivorans",-0.113974470854091,0.943396897933812,0.0253055561297945
"244","Leisingera sp. BMJM1",0.565552266023692,0.719641592238252,0.142883744218145
"245","Leisingera caerulea",-0.144397951872855,0.893359063715437,0.0489739520318741
"246","Leisingera aquaemixtae",-0.12378364518989,0.927212122592669,0.0328208989375949
"247","Roseivivax marinus",0.0256437787031416,0.994062447096542,0.00258633232545589
"248","Roseivivax sp. THAF30",-0.212524813585684,0.811579238081508,0.0906690716706879
"249","Roseovarius indicus",-0.0684046294287578,0.943483209132446,0.0252658244296411
"250","Salipiger abyssi",-0.305618824729785,0.846605893600861,0.0723187125340812
"251","Salipiger profundus",0.186889799364655,0.864536012992371,0.0632169111024879
"252","Salipiger sp. CCB-MM3",0.755609689989321,0.688933060103651,0.161822974086458
"253","Octadecabacter antarcticus",-1.16779134943371,0.358837482240883,0.445102199183737
"254","Phaeobacter inhibens",0.419510096429973,0.819698552685129,0.0863458317322367
"255","Phaeobacter gallaeciensis",0.744062928980113,0.114192770868165,0.942361388834833
"256","Celeribacter ethanolicus",0.945549570373146,0.492437852701364,0.307648571119506
"257","Celeribacter indicus",-0.00380001370896575,0.99812638478384,0.000814463984128941
"258","Pseudosulfitobacter pseudonitzschiae",0.117392951728391,0.923902004117479,0.0343740908231978
"259","Ketogulonicigenium vulgare",-0.378235036876238,0.826214535707573,0.0829071686888224
"260","Mameliella alba",0.00459581685088877,0.99812638478384,0.000814463984128941
"261","Falsihalocynthiibacter arcticus",-0.0130645613369631,0.99471103647712,0.00230306346520759
"262","Ponticoccus alexandrii",-0.0823832069068675,0.970268556341218,0.0131080426466626
"263","Jannaschia sp. M317",-0.761288927801275,0.609833512699038,0.214788713161276
"264","Jannaschia sp. W003",0.180057624445173,0.905733270781516,0.0429996787942494
"265","Yangia pacifica",-0.724007876484037,0.490089412981663,0.309724679110112
"266","Dinoroseobacter shibae",0.355883831968909,0.874151252073197,0.0584134160411887
"267","Roseibacterium elongatum",-0.304815797239123,0.885253683467497,0.0529322575026045
"268","Actibacterium sp. EMB200-NS6",-0.122324376169972,0.955148326263276,0.0199291810071642
"269","Sagittula sp. P11",0.13718941521264,0.905733270781516,0.0429996787942494
"270","Oceanicola sp. D3",-1.0285634104446,0.194956039523276,0.710063306303111
"271","Azospirillum brasilense",0.218291991379185,0.793142685337359,0.100648676641543
"272","Azospirillum lipoferum",-0.00969518023025088,0.99471103647712,0.00230306346520759
"273","Azospirillum thiophilum",0.251527239814081,0.903650222189495,0.0439996402863647
"274","Azospirillum sp. B510",-0.0778990620692769,0.960912871560736,0.0173159891429376
"275","Azospirillum sp. TSH58",1.02146583679373,0.624374130231528,0.204555099412382
"276","Azospirillum sp. TSA2s",0.294816391716093,0.847029098424644,0.0721016698721442
"277","Azospirillum sp. TSH100",0.412994004706651,0.737878049623632,0.132015408843453
"278","Azospirillum thermophilum",0.0299778552728651,0.986770079623502,0.00578402745491052
"279","Azospirillum humicireducens",-0.47184022517497,0.715776755784103,0.145222409045496
"280","Azospirillum baldaniorum",-0.474848225578359,0.828468169234443,0.081724173052006
"281","Azospirillum argentinense",0.104895740187987,0.935346020766539,0.0290276970313911
"282","Azospirillum oryzae",0.127716614547053,0.89637786567043,0.047508876072582
"283","Azospirillum ramasamyi",0.361021573587938,0.811579238081508,0.0906690716706879
"284","Skermanella pratensis",0.315309972683922,0.805915027822939,0.0937107459033308
"285","Skermanella rosea",0.068711858208633,0.979306781910166,0.00908123790077413
"286","Skermanella mucosa",-0.171508379944899,0.924111088413267,0.0342758186229979
"287","Skermanella sp. TT6",-0.195626687730492,0.903650222189495,0.0439996402863647
"288","Niveispirillum cyanobacteriorum",-0.153375155712922,0.885844144024202,0.0526426814361913
"289","Indioceanicola profundi",-0.619404591586369,0.741040779754898,0.130157891973153
"290","Nitrospirillum amazonense",0.261555402214547,0.761554575705543,0.118298968127727
"291","Komagataeibacter oboediens",-0.213641269329883,0.693838903353362,0.158741353041061
"292","Komagataeibacter nataicola",0.437324130691093,0.805046937272978,0.0941787978875491
"293","Komagataeibacter xylinus",0.35975290402981,0.667509113529698,0.175542800482279
"294","Acetobacter pasteurianus",-1.03588265137773,0.363218091334414,0.439832528072122
"295","Acetobacter orientalis",-0.765880100013309,0.696864266513676,0.156851804462463
"296","Acetobacter persici",1.09522937619898,0.486782564916828,0.312664985281771
"297","Acetobacter aceti",0.192346119204602,0.840696388377871,0.0753608183029876
"298","Gluconobacter oxydans",0.294879273647792,0.743972981930195,0.128442835975207
"299","Acidiphilium multivorum",0.0818855534637624,0.959850537194562,0.0177963877158236
"300","Roseomonas mucosa",0.536159942395533,0.735309873190481,0.133529602607945
"301","Roseomonas sp. OT10",0.200206098926465,0.839538893041206,0.0759591796427622
"302","Roseomonas marmotae",0.080514437199619,0.924111088413267,0.0342758186229979
"303","Roseomonas haemaphysalidis",-0.175936439164629,0.88693897976266,0.0521062580306738
"304","Roseomonas gilardii",0.19851888241069,0.875240872510475,0.0578724095992093
"305","Gluconacetobacter diazotrophicus",0.143373524945501,0.916463094224361,0.0378850192968848
"306","Acidibrevibacterium fodinaquatile",0.170415104685625,0.935028981112818,0.0291749280127033
"307","Granulibacter bethesdensis",0.151826582517966,0.861127598162084,0.0649324919006999
"308","Sediminicoccus rosea",-0.00401052655232846,0.99812638478384,0.000814463984128941
"309","Rhodovastum atsumiense",0.0555544898546019,0.970471394422335,0.013017261334478
"310","Roseococcus microcysteis",-0.0665721673680885,0.941959996139088,0.0259675407580336
"311","Kozakia baliensis",-0.582994792810877,0.733123840290448,0.134822657539008
"312","Asaia bogorensis",-0.252023712637907,0.802457162900968,0.0955781419913552
"313","Thalassospira marina",0.212355221358338,0.882882183604896,0.0540972470726193
"314","Magnetospirillum sp. ME-1",-1.53993968314931,0.0324861100727182,1.488302288504
"315","Magnetospirillum sp. XM-1",0.31393607999983,0.9018421772467,0.0448694575222788
"316","Magnetospirillum magneticum",-0.128660341434322,0.905318749812982,0.0431984849802275
"317","Magnetospirillum gryphiswaldense",-0.11641972590951,0.89793137402269,0.0467568537805119
"318","Rhodospirillum rubrum",-0.0718133346165085,0.952279644676241,0.0212354987731711
"319","Rhodospirillum centenum",-0.201136476903831,0.846605893600861,0.0723187125340812
"320","Hypericibacter terrae",0.189247701030887,0.903650222189495,0.0439996402863647
"321","Hypericibacter adhaerens",0.198341600707916,0.904532785078674,0.0435756873771729
"322","Pararhodospirillum photometricum",0.306436372736484,0.826214535707573,0.0829071686888224
"323","Ferrovibrio terrae",-0.358104763706363,0.812027978911972,0.0904290066236769
"324","Stella humosa",-0.370225145183412,0.794426941302576,0.0999460360878973
"325","Tistrella mobilis",0.261568080590855,0.823709659464408,0.0842258411093191
"326","Aestuariispira ectoiniformans",0.735131395898907,0.719641592238252,0.142883744218145
"327","Elioraea tepida",-0.139618712918586,0.902331991645471,0.0446336447061581
"328","Nisaea acidiphila",-0.0794920233210702,0.979306781910166,0.00908123790077413
"329","Sphingomonas sanguinis",0.0800900000742851,0.970076945218592,0.0131938167043563
"330","Sphingomonas morindae",0.375157151746745,0.811579238081508,0.0906690716706879
"331","Sphingomonas sanxanigenens",0.35850483481804,0.846605893600861,0.0723187125340812
"332","Sphingomonas sp. R1",-0.276652099495352,0.883127242502248,0.0539767180131801
"333","Sphingomonas sp. S6-11",-0.187559432114707,0.906842401510855,0.0424681816292539
"334","Sphingomonas sp. KC8",1.07092075486386,0.392184333428334,0.406509759065789
"335","Sphingomonas sp. J315",0.402700179683684,0.797462253435834,0.0982898643992988
"336","Sphingomonas sp. AAP5",-0.375246049373933,0.753028519155783,0.123188575622085
